,carat,cut,color,clarity,depth,table,price,x,y,z
20768,1.04,Ideal,4,6,61.2,57.0,9005,6.5,1.04,1.04
20769,1.2,Very Good,4,4,61.8,58.0,9007,6.75,1.2,1.2
20770,1.12,Ideal,4,5,61.8,56.0,9007,6.67,1.12,1.12
20771,1.25,Premium,3,5,61.8,58.0,9009,6.91,1.25,1.25
20772,1.5,Very Good,6,2,58.7,57.0,9009,7.42,1.5,1.5
20773,1.2,Ideal,3,7,62.2,57.0,9009,6.77,1.2,1.2
20774,1.01,Good,4,7,63.2,56.0,9012,6.33,1.01,1.01
20775,1.05,Ideal,3,8,62.5,56.0,9012,6.52,1.05,1.05
20776,1.05,Premium,3,8,60.6,60.0,9012,6.59,1.05,1.05
20777,1.05,Very Good,3,8,58.9,61.0,9013,6.64,1.05,1.05
20778,1.14,Ideal,3,6,61.0,56.0,9013,6.74,1.14,1.14
20779,1.01,Premium,4,6,62.1,52.0,9013,6.5,1.01,1.01
20780,1.0,Ideal,4,6,59.7,60.0,9014,6.48,1.0,1.0
20781,1.52,Premium,0,5,62.5,58.0,9014,7.37,1.52,1.52
20782,1.23,Premium,4,4,59.6,58.0,9016,7.02,1.23,1.23
20783,1.6,Premium,2,3,62.1,60.0,9017,7.54,1.6,1.6
20784,1.53,Premium,1,3,62.6,57.0,9022,7.38,1.53,1.53
20785,1.16,Very Good,3,7,60.7,56.0,9023,6.77,1.16,1.16
20786,1.15,Premium,3,7,60.8,58.0,9025,6.77,1.15,1.15
20787,1.21,Ideal,3,5,62.2,56.0,9026,6.87,1.21,1.21
20788,1.55,Premium,1,3,62.5,60.0,9027,7.35,1.55,1.55
20789,1.52,Premium,5,2,60.8,60.0,9028,7.36,1.52,1.52
20790,1.5,Good,4,2,61.2,63.0,9028,7.33,1.5,1.5
20791,1.52,Good,4,2,58.2,60.0,9028,7.52,1.52,1.52
20792,1.12,Ideal,4,5,62.1,54.0,9030,6.66,1.12,1.12
20793,1.52,Very Good,6,2,63.2,58.0,9030,7.31,1.52,1.52
20794,1.52,Very Good,6,2,61.2,63.0,9030,7.39,1.52,1.52
20795,1.23,Ideal,3,5,62.0,56.0,9030,6.92,1.23,1.23
20796,1.25,Ideal,3,4,62.4,55.0,9030,6.93,1.25,1.25
20797,1.26,Ideal,3,5,61.2,57.0,9032,7.03,1.26,1.26
20798,1.28,Premium,3,4,62.2,59.0,9032,6.94,1.28,1.28
20799,1.6,Premium,0,5,61.3,59.0,9032,7.52,1.6,1.6
20800,1.05,Ideal,4,6,61.9,57.0,9032,6.52,1.05,1.05
20801,1.2,Ideal,4,5,62.9,53.0,9032,6.86,1.2,1.2
20802,1.5,Very Good,1,5,62.8,58.0,9033,7.17,1.5,1.5
20803,1.62,Very Good,6,2,61.2,61.0,9034,7.53,1.62,1.62
20804,1.5,Very Good,2,3,61.4,57.0,9035,7.27,1.5,1.5
20805,1.08,Ideal,3,8,61.3,57.0,9035,6.62,1.08,1.08
20806,2.16,Ideal,4,1,61.0,57.0,9036,8.4,2.16,2.16
20807,1.58,Very Good,3,2,60.0,53.0,9037,7.59,1.58,1.58
20808,1.14,Ideal,3,7,61.0,56.0,9037,6.75,1.14,1.14
20809,1.23,Premium,5,4,61.7,57.0,9037,6.87,1.23,1.23
20810,1.91,Premium,3,2,61.9,58.0,9038,7.9,1.91,1.91
20811,1.2,Ideal,3,5,61.7,55.0,9038,6.92,1.2,1.2
20812,1.04,Premium,3,8,61.3,58.0,9039,6.52,1.04,1.04
20813,1.01,Ideal,4,6,59.6,60.0,9040,6.56,1.01,1.01
20814,1.08,Ideal,2,7,61.8,57.0,9041,6.55,1.08,1.08
20815,1.55,Premium,2,5,58.4,61.0,9041,7.64,1.55,1.55
20816,1.02,Very Good,4,6,61.0,54.0,9043,6.53,1.02,1.02
20817,1.55,Ideal,2,2,62.0,58.0,9044,7.44,1.55,1.55
20818,1.55,Fair,2,2,64.6,58.0,9045,7.28,1.55,1.55
20819,1.37,Very Good,2,5,62.0,59.0,9046,7.08,1.37,1.37
20820,1.13,Ideal,3,7,61.2,57.0,9049,6.65,1.13,1.13
20821,1.1,Very Good,3,6,60.5,55.7,9050,6.7,1.1,1.1
20822,1.0,Premium,5,6,61.6,59.0,9050,6.46,1.0,1.0
20823,1.0,Premium,5,6,62.7,60.0,9050,6.34,1.0,1.0
20824,1.3,Premium,3,4,60.9,60.0,9051,6.99,1.3,1.3
20825,1.1,Ideal,3,6,61.6,56.0,9051,6.62,1.1,1.1
20826,1.76,Very Good,0,2,60.9,60.0,9053,7.79,1.76,1.76
20827,1.1,Very Good,3,8,59.8,56.0,9053,6.75,1.1,1.1
20828,1.5,Premium,1,4,62.5,59.0,9055,7.3,1.5,1.5
20829,1.54,Premium,4,2,61.1,58.0,9055,7.47,1.54,1.54
20830,1.11,Ideal,4,4,61.8,56.0,9057,6.66,1.11,1.11
20831,1.52,Ideal,4,2,61.2,57.0,9057,7.45,1.52,1.52
20832,1.52,Premium,1,4,59.0,59.0,9057,7.53,1.52,1.52
20833,1.51,Very Good,5,2,62.8,59.0,9058,7.24,1.51,1.51
20834,1.3,Ideal,3,4,61.9,55.0,9060,7.01,1.3,1.3
20835,1.01,Very Good,3,8,61.1,56.0,9063,6.45,1.01,1.01
20836,1.01,Very Good,4,6,61.1,58.0,9065,6.43,1.01,1.01
20837,1.01,Premium,4,6,60.4,59.0,9065,6.45,1.01,1.01
20838,1.52,Ideal,1,3,61.2,55.4,9067,7.38,1.52,1.52
20839,2.28,Good,0,2,63.6,57.0,9068,8.37,2.28,2.28
20840,1.15,Very Good,3,6,63.2,58.0,9068,6.68,1.15,1.15
20841,1.51,Good,1,3,63.9,59.0,9069,7.18,1.51,1.51
20842,1.51,Ideal,1,4,62.6,56.0,9069,7.27,1.51,1.51
20843,1.51,Very Good,3,2,62.4,56.0,9069,7.25,1.51,1.51
20844,1.51,Good,6,2,62.1,60.0,9069,7.25,1.51,1.51
20845,1.14,Ideal,4,6,61.4,57.0,9070,6.76,1.14,1.14
20846,1.78,Good,3,2,63.8,57.0,9071,7.73,1.78,1.78
20847,1.26,Very Good,4,4,61.4,59.0,9071,6.86,1.26,1.26
20848,1.5,Premium,3,2,61.8,59.0,9072,7.29,1.5,1.5
20849,1.5,Good,5,2,63.9,58.0,9072,7.26,1.5,1.5
20850,1.5,Premium,5,2,63.0,59.0,9072,7.24,1.5,1.5
20851,1.5,Premium,5,2,62.4,62.0,9072,7.29,1.5,1.5
20852,2.25,Ideal,5,1,61.4,54.0,9072,8.52,2.25,2.25
20853,1.24,Ideal,4,4,61.4,57.0,9073,6.98,1.24,1.24
20854,1.14,Ideal,4,5,61.7,55.0,9074,6.68,1.14,1.14
20855,1.16,Ideal,3,7,60.5,57.0,9075,6.78,1.16,1.16
20856,1.01,Very Good,5,6,60.2,60.0,9076,6.46,1.01,1.01
20857,1.57,Very Good,2,2,58.6,62.0,9077,7.71,1.57,1.57
20858,1.01,Ideal,4,5,62.2,56.0,9077,6.4,1.01,1.01
20859,1.07,Ideal,6,5,61.8,57.0,9077,6.55,1.07,1.07
20860,1.26,Ideal,3,5,61.6,56.0,9078,6.96,1.26,1.26
20861,2.17,Premium,4,1,60.7,59.0,9078,8.43,2.17,2.17
20862,1.54,Premium,2,4,60.3,60.0,9081,7.47,1.54,1.54
20863,1.56,Ideal,2,2,62.4,55.0,9081,7.39,1.56,1.56
20864,1.59,Premium,5,2,60.5,59.0,9082,7.59,1.59,1.59
20865,1.06,Premium,4,6,61.8,58.0,9082,6.54,1.06,1.06
20866,1.31,Premium,3,4,61.3,58.0,9085,7.05,1.31,1.31
20867,1.31,Ideal,3,4,61.9,56.0,9085,7.08,1.31,1.31
20868,1.27,Premium,5,4,61.2,59.0,9086,7.02,1.27,1.27
20869,1.41,Good,2,4,63.8,60.0,9088,7.04,1.41,1.41
20870,1.01,Very Good,5,6,62.8,56.0,9089,6.34,1.01,1.01
20871,1.63,Very Good,1,3,62.0,54.0,9090,7.6,1.63,1.63
20872,1.14,Ideal,3,5,61.7,56.0,9090,6.67,1.14,1.14
20873,1.14,Ideal,3,5,61.8,57.0,9090,6.67,1.14,1.14
20874,1.05,Ideal,4,6,62.1,54.0,9092,6.52,1.05,1.05
20875,1.06,Ideal,5,4,61.3,57.0,9092,6.54,1.06,1.06
20876,1.59,Very Good,3,2,61.7,59.0,9094,7.41,1.59,1.59
20877,1.18,Ideal,3,7,61.1,57.0,9095,6.78,1.18,1.18
20878,2.02,Fair,0,2,67.5,59.0,9095,7.76,2.02,2.02
20879,1.57,Ideal,1,3,62.0,59.0,9095,7.41,1.57,1.57
20880,1.59,Good,4,2,63.6,57.0,9100,7.43,1.59,1.59
20881,1.02,Premium,4,6,62.9,59.0,9103,6.42,1.02,1.02
20882,1.5,Ideal,2,2,62.4,57.0,9104,7.29,1.5,1.5
20883,1.51,Ideal,3,2,61.2,56.1,9104,7.39,1.51,1.51
20884,1.73,Premium,0,3,60.7,58.0,9105,7.73,1.73,1.73
20885,1.29,Very Good,3,5,62.3,58.0,9105,6.98,1.29,1.29
20886,1.62,Premium,4,2,61.6,60.0,9106,7.52,1.62,1.62
20887,1.21,Premium,4,5,61.6,59.0,9107,6.84,1.21,1.21
20888,1.51,Very Good,2,2,62.3,58.0,9107,7.31,1.51,1.51
20889,1.52,Premium,1,4,62.6,59.0,9108,7.34,1.52,1.52
20890,1.17,Ideal,3,6,61.7,55.0,9110,6.77,1.17,1.17
20891,1.24,Ideal,5,4,62.9,56.0,9111,6.84,1.24,1.24
20892,1.04,Ideal,4,6,62.2,56.0,9115,6.46,1.04,1.04
20893,1.71,Premium,1,4,61.5,58.0,9116,7.74,1.71,1.71
20894,1.5,Good,3,2,63.1,57.0,9116,7.25,1.5,1.5
20895,1.25,Very Good,3,5,60.7,56.0,9116,6.93,1.25,1.25
20896,1.51,Fair,1,4,58.8,62.0,9116,7.57,1.51,1.51
20897,1.23,Ideal,3,5,61.8,58.0,9116,6.85,1.23,1.23
20898,1.51,Premium,1,4,63.0,60.0,9116,7.3,1.51,1.51
20899,1.51,Good,1,4,63.7,58.0,9116,7.23,1.51,1.51
20900,1.53,Ideal,1,4,62.1,55.0,9116,7.43,1.53,1.53
20901,1.14,Ideal,4,5,61.1,55.0,9116,6.78,1.14,1.14
20902,1.55,Ideal,1,3,62.3,54.8,9117,7.37,1.55,1.55
20903,1.5,Very Good,1,4,58.2,60.0,9118,7.5,1.5,1.5
20904,1.06,Ideal,4,6,62.1,57.0,9118,6.54,1.06,1.06
20905,1.23,Ideal,3,5,61.2,56.0,9119,6.92,1.23,1.23
20906,1.3,Premium,3,4,62.5,58.0,9120,6.97,1.3,1.3
20907,1.56,Premium,4,3,60.5,59.0,9120,7.54,1.56,1.56
20908,1.79,Good,3,2,57.8,59.0,9122,8.07,1.79,1.79
20909,1.23,Premium,4,4,60.8,59.0,9122,6.94,1.23,1.23
20910,1.66,Very Good,3,2,58.5,62.0,9123,7.73,1.66,1.66
20911,1.24,Ideal,3,5,60.1,58.0,9123,7.03,1.24,1.24
20912,1.52,Ideal,1,3,61.9,56.0,9124,7.37,1.52,1.52
20913,1.12,Premium,3,8,60.9,57.0,9126,6.79,1.12,1.12
20914,1.34,Very Good,3,4,60.7,59.0,9127,7.04,1.34,1.34
20915,1.52,Very Good,1,3,62.8,62.0,9129,7.23,1.52,1.52
20916,1.52,Good,1,3,64.0,58.0,9129,7.2,1.52,1.52
20917,1.03,Ideal,4,6,61.9,53.0,9131,6.52,1.03,1.03
20918,1.03,Ideal,4,6,62.1,55.0,9131,6.47,1.03,1.03
20919,1.49,Ideal,2,3,62.4,56.0,9132,7.28,1.49,1.49
20920,1.23,Ideal,3,5,61.4,56.0,9133,6.96,1.23,1.23
20921,1.18,Premium,3,6,61.6,58.0,9137,6.77,1.18,1.18
20922,1.2,Very Good,6,4,63.5,58.0,9138,6.68,1.2,1.2
20923,1.05,Ideal,4,6,61.5,57.0,9138,6.51,1.05,1.05
20924,1.12,Ideal,4,4,61.8,55.0,9138,6.63,1.12,1.12
20925,1.2,Premium,5,4,62.7,59.0,9139,6.7,1.2,1.2
20926,1.2,Premium,5,4,63.0,58.0,9139,6.75,1.2,1.2
20927,1.0,Very Good,5,6,59.5,59.0,9139,6.54,1.0,1.0
20928,1.0,Very Good,5,6,61.6,60.0,9139,6.41,1.0,1.0
20929,1.2,Very Good,3,7,60.9,59.0,9139,6.87,1.2,1.2
20930,1.7,Ideal,5,2,61.6,57.0,9139,7.63,1.7,1.7
20931,1.0,Premium,4,6,61.5,59.0,9139,6.4,1.0,1.0
20932,1.7,Ideal,2,3,61.2,57.0,9139,7.71,1.7,1.7
20933,1.51,Very Good,5,2,61.2,58.0,9140,7.3,1.51,1.51
20934,1.01,Very Good,5,6,63.3,55.0,9140,6.41,1.01,1.01
20935,1.61,Ideal,0,4,61.6,56.0,9141,7.52,1.61,1.61
20936,1.64,Very Good,1,3,62.3,58.0,9144,7.53,1.64,1.64
20937,1.11,Ideal,4,4,62.2,54.0,9144,6.62,1.11,1.11
20938,1.05,Ideal,5,6,62.4,56.0,9146,6.52,1.05,1.05
20939,1.16,Premium,3,6,60.0,59.0,9146,6.89,1.16,1.16
20940,1.1,Ideal,3,6,61.7,56.0,9148,6.67,1.1,1.1
20941,1.51,Very Good,4,3,62.0,57.0,9150,7.3,1.51,1.51
20942,1.53,Premium,0,7,61.6,58.0,9155,7.37,1.53,1.53
20943,1.5,Premium,5,2,60.8,59.0,9157,7.34,1.5,1.5
20944,1.5,Very Good,2,3,62.6,57.0,9157,7.26,1.5,1.5
20945,1.26,Very Good,3,6,62.1,58.0,9158,6.92,1.26,1.26
20946,1.7,Good,2,3,64.1,58.0,9158,7.54,1.7,1.7
20947,1.05,Ideal,5,5,62.1,56.0,9160,6.57,1.05,1.05
20948,1.73,Premium,0,3,61.0,59.0,9165,7.75,1.73,1.73
20949,1.22,Ideal,3,5,60.7,57.0,9166,6.94,1.22,1.22
20950,1.61,Premium,2,2,60.3,60.0,9167,7.66,1.61,1.61
20951,1.08,Very Good,6,5,60.2,58.0,9168,6.61,1.08,1.08
20952,1.2,Very Good,3,6,60.7,60.0,9169,6.8,1.2,1.2
20953,1.07,Ideal,3,6,61.9,56.0,9169,6.6,1.07,1.07
20954,1.04,Ideal,4,6,61.2,57.0,9169,6.53,1.04,1.04
20955,1.61,Good,2,2,63.8,62.0,9169,7.38,1.61,1.61
20956,1.71,Very Good,0,4,62.6,55.0,9170,7.58,1.71,1.71
20957,1.54,Ideal,0,6,62.8,58.0,9171,7.32,1.54,1.54
20958,1.25,Premium,3,5,61.8,58.0,9173,6.94,1.25,1.25
20959,1.5,Premium,6,2,58.7,57.0,9173,7.48,1.5,1.5
20960,1.5,Good,6,2,60.2,65.0,9173,7.37,1.5,1.5
20961,1.5,Very Good,2,5,63.3,59.0,9173,7.15,1.5,1.5
20962,1.2,Ideal,4,4,62.7,57.0,9176,6.71,1.2,1.2
20963,1.58,Ideal,1,3,62.6,56.0,9176,7.45,1.58,1.58
20964,1.21,Good,5,4,62.7,61.0,9176,6.67,1.21,1.21
20965,1.01,Very Good,4,7,63.2,56.0,9176,6.39,1.01,1.01
20966,1.52,Ideal,1,4,62.1,55.0,9176,7.41,1.52,1.52
20967,1.51,Premium,1,3,61.7,60.0,9177,7.27,1.51,1.51
20968,1.07,Ideal,5,4,61.9,56.0,9177,6.55,1.07,1.07
20969,1.51,Very Good,1,4,60.4,58.0,9178,7.36,1.51,1.51
20970,1.36,Very Good,2,5,59.9,58.0,9178,7.16,1.36,1.36
20971,0.9,Very Good,6,8,62.4,54.0,9182,6.17,0.9,0.9
20972,1.53,Very Good,1,3,63.0,58.0,9183,7.24,1.53,1.53
20973,1.51,Very Good,1,4,61.6,57.0,9185,7.28,1.51,1.51
20974,1.18,Premium,3,6,58.2,62.0,9188,6.92,1.18,1.18
20975,1.24,Ideal,3,4,62.0,57.0,9188,6.87,1.24,1.24
20976,1.53,Ideal,1,4,62.3,57.0,9189,7.3,1.53,1.53
20977,1.53,Ideal,1,4,61.7,57.0,9189,7.36,1.53,1.53
20978,2.0,Good,0,3,64.1,58.0,9193,7.85,2.0,2.0
20979,1.23,Very Good,5,4,58.9,59.0,9193,6.98,1.23,1.23
20980,1.52,Premium,5,2,60.8,60.0,9193,7.42,1.52,1.52
20981,1.54,Ideal,3,2,61.9,55.0,9193,7.47,1.54,1.54
20982,1.14,Ideal,6,5,59.8,57.0,9193,6.83,1.14,1.14
20983,1.71,Premium,2,3,58.1,59.0,9193,7.88,1.71,1.71
20984,1.63,Very Good,1,3,61.9,60.0,9199,7.51,1.63,1.63
20985,1.62,Premium,6,2,61.2,61.0,9199,7.6,1.62,1.62
20986,1.0,Very Good,4,7,62.5,57.0,9201,6.31,1.0,1.0
20987,1.2,Very Good,4,5,61.6,61.0,9203,6.81,1.2,1.2
20988,1.22,Ideal,4,4,61.3,56.0,9203,6.87,1.22,1.22
20989,1.16,Very Good,3,6,61.6,58.0,9205,6.67,1.16,1.16
20990,1.02,Very Good,4,6,60.9,56.0,9205,6.44,1.02,1.02
20991,1.79,Premium,0,3,60.9,60.0,9205,7.79,1.79,1.79
20992,1.03,Premium,5,6,59.7,56.0,9205,6.64,1.03,1.03
20993,1.73,Premium,1,2,62.0,60.0,9207,7.67,1.73,1.73
20994,1.74,Ideal,0,3,62.1,54.0,9208,7.73,1.74,1.74
20995,1.59,Ideal,1,3,62.4,58.0,9209,7.43,1.59,1.59
20996,1.02,Ideal,4,6,61.9,57.0,9212,6.53,1.02,1.02
20997,1.12,Ideal,3,6,61.9,57.0,9214,6.62,1.12,1.12
20998,1.13,Ideal,3,7,61.2,57.0,9214,6.72,1.13,1.13
20999,1.54,Premium,0,7,62.4,59.0,9215,7.36,1.54,1.54
21000,1.21,Ideal,5,4,62.4,54.0,9215,6.86,1.21,1.21
21001,1.1,Ideal,3,6,60.5,56.0,9215,6.76,1.1,1.1
21002,1.3,Premium,3,4,60.9,60.0,9216,7.04,1.3,1.3
21003,1.45,Premium,2,4,58.4,59.0,9216,7.44,1.45,1.45
21004,1.51,Good,2,3,61.8,61.0,9218,7.25,1.51,1.51
21005,1.51,Very Good,2,3,59.9,55.0,9218,7.44,1.51,1.51
21006,1.51,Very Good,2,3,61.7,61.0,9218,7.3,1.51,1.51
21007,1.51,Ideal,2,3,62.3,56.0,9218,7.29,1.51,1.51
21008,1.04,Ideal,4,6,61.7,55.0,9218,6.51,1.04,1.04
21009,1.0,Very Good,5,6,63.0,58.0,9224,6.33,1.0,1.0
21010,1.64,Premium,2,2,61.9,58.0,9224,7.58,1.64,1.64
21011,1.7,Premium,0,4,62.9,62.0,9225,7.47,1.7,1.7
21012,1.17,Ideal,3,6,60.6,56.0,9225,6.87,1.17,1.17
21013,1.3,Ideal,3,4,61.9,55.0,9225,7.04,1.3,1.3
21014,1.6,Premium,2,2,62.4,60.0,9229,7.48,1.6,1.6
21015,1.6,Premium,5,3,61.2,58.0,9229,7.59,1.6,1.6
21016,1.6,Premium,4,2,61.1,58.0,9229,7.57,1.6,1.6
21017,1.23,Ideal,3,5,62.1,57.0,9230,6.87,1.23,1.23
21018,1.56,Very Good,1,4,59.7,60.0,9231,7.53,1.56,1.56
21019,1.01,Premium,4,6,60.4,59.0,9231,6.49,1.01,1.01
21020,1.3,Ideal,2,7,62.8,55.2,9232,6.94,1.3,1.3
21021,1.34,Ideal,3,4,61.9,56.0,9233,7.05,1.34,1.34
21022,1.55,Ideal,1,4,62.6,56.0,9233,7.41,1.55,1.55
21023,1.51,Ideal,1,4,62.6,56.0,9234,7.32,1.51,1.51
21024,1.51,Premium,6,2,62.1,60.0,9234,7.3,1.51,1.51
21025,1.51,Premium,2,5,59.8,61.0,9234,7.41,1.51,1.51
21026,1.51,Ideal,3,2,62.4,56.0,9234,7.29,1.51,1.51
21027,1.51,Good,1,3,63.9,59.0,9234,7.26,1.51,1.51
21028,1.52,Ideal,2,3,60.1,60.0,9235,7.5,1.52,1.52
21029,1.5,Very Good,4,2,58.5,55.0,9236,7.51,1.5,1.5
21030,1.03,Ideal,3,6,61.6,56.0,9236,6.48,1.03,1.03
21031,0.31,Very Good,2,6,61.2,60.0,625,4.37,0.31,0.31
21032,0.31,Good,4,4,63.9,56.0,625,4.29,0.31,0.31
21033,0.31,Ideal,4,4,62.3,55.0,625,4.33,0.31,0.31
21034,0.31,Premium,4,4,59.0,59.0,625,4.44,0.31,0.31
21035,0.31,Ideal,3,5,61.3,56.0,625,4.36,0.31,0.31
21036,0.31,Very Good,4,4,62.7,57.0,625,4.3,0.31,0.31
21037,0.31,Good,3,5,63.3,56.0,625,4.29,0.31,0.31
21038,0.31,Premium,2,6,62.3,60.0,625,4.31,0.31,0.31
21039,0.31,Very Good,4,4,61.5,56.0,625,4.34,0.31,0.31
21040,0.31,Very Good,2,6,62.4,58.0,625,4.28,0.31,0.31
21041,0.31,Ideal,4,4,62.6,57.0,625,4.27,0.31,0.31
21042,0.31,Premium,3,5,61.2,59.0,625,4.35,0.31,0.31
21043,0.31,Good,2,6,63.4,56.0,625,4.29,0.31,0.31
21044,0.31,Premium,2,6,61.4,58.0,625,4.32,0.31,0.31
21045,0.31,Good,3,5,63.2,56.0,625,4.28,0.31,0.31
21046,0.31,Ideal,2,6,61.8,56.0,625,4.34,0.31,0.31
21047,0.31,Premium,4,4,61.4,58.0,625,4.36,0.31,0.31
21048,0.31,Ideal,2,6,62.4,57.0,625,4.32,0.31,0.31
21049,0.31,Ideal,3,5,62.4,55.0,625,4.33,0.31,0.31
21050,0.31,Ideal,2,6,62.2,55.0,625,4.35,0.31,0.31
21051,0.31,Premium,4,4,59.3,60.0,625,4.39,0.31,0.31
21052,0.31,Premium,3,5,62.2,58.0,625,4.34,0.31,0.31
21053,0.31,Very Good,3,5,62.4,59.0,625,4.32,0.31,0.31
21054,0.31,Premium,4,4,59.7,60.0,625,4.39,0.31,0.31
21055,0.31,Ideal,4,4,61.8,56.0,625,4.33,0.31,0.31
21056,0.31,Ideal,4,4,61.9,55.0,625,4.31,0.31,0.31
21057,0.31,Premium,4,4,61.8,59.0,625,4.31,0.31,0.31
21058,0.31,Ideal,4,4,62.3,55.0,625,4.35,0.31,0.31
21059,0.31,Ideal,3,5,61.5,56.0,625,4.39,0.31,0.31
21060,0.31,Good,3,5,63.1,59.0,625,4.27,0.31,0.31
21061,1.26,Ideal,4,4,61.4,57.0,9236,7.02,1.26,1.26
21062,1.5,Very Good,2,3,62.4,58.0,9237,7.29,1.5,1.5
21063,1.5,Premium,0,5,62.8,59.0,9240,7.29,1.5,1.5
21064,1.5,Premium,4,2,60.8,59.0,9240,7.3,1.5,1.5
21065,1.24,Ideal,5,4,62.0,57.0,9240,6.87,1.24,1.24
21066,1.3,Ideal,6,3,61.8,56.0,9242,6.93,1.3,1.3
21067,1.01,Very Good,4,7,62.8,58.0,9243,6.35,1.01,1.01
21068,1.29,Ideal,3,4,61.3,57.0,9243,6.99,1.29,1.29
21069,1.26,Ideal,3,5,61.6,56.0,9243,7.03,1.26,1.26
21070,1.03,Ideal,4,6,62.0,56.0,9245,6.45,1.03,1.03
21071,1.02,Very Good,4,6,59.9,57.0,9246,6.54,1.02,1.02
21072,1.0,Very Good,4,8,63.9,56.0,9248,6.31,1.0,1.0
21073,1.16,Ideal,3,5,60.9,55.0,9248,6.79,1.16,1.16
21074,1.16,Ideal,3,5,61.5,55.0,9248,6.75,1.16,1.16
21075,1.16,Ideal,3,6,62.2,56.0,9251,6.7,1.16,1.16
21076,1.64,Ideal,0,4,62.4,54.5,9251,7.53,1.64,1.64
21077,1.18,Ideal,3,6,62.2,54.0,9252,6.78,1.18,1.18
21078,1.7,Very Good,0,3,63.2,57.0,9253,7.63,1.7,1.7
21079,1.5,Premium,2,4,62.1,59.0,9253,7.26,1.5,1.5
21080,1.35,Premium,3,4,62.7,56.0,9253,7.08,1.35,1.35
21081,1.01,Ideal,5,6,62.8,56.0,9254,6.39,1.01,1.01
21082,1.04,Very Good,6,6,58.3,61.0,9254,6.63,1.04,1.04
21083,1.03,Ideal,4,6,62.5,56.0,9254,6.46,1.03,1.03
21084,1.41,Good,2,4,63.8,60.0,9254,7.12,1.41,1.41
21085,1.63,Premium,1,3,62.0,54.0,9256,7.67,1.63,1.63
21086,1.1,Very Good,3,7,61.4,60.0,9257,6.59,1.1,1.1
21087,1.23,Premium,6,4,62.6,52.0,9257,6.93,1.23,1.23
21088,1.05,Ideal,4,6,62.1,54.0,9257,6.55,1.05,1.05
21089,1.51,Good,3,3,63.1,56.0,9258,7.2,1.51,1.51
21090,1.14,Ideal,4,7,61.6,57.0,9259,6.71,1.14,1.14
21091,1.18,Ideal,3,7,61.1,57.0,9260,6.84,1.18,1.18
21092,1.22,Very Good,3,5,61.2,58.0,9261,6.85,1.22,1.22
21093,1.51,Premium,2,3,59.9,60.0,9261,7.45,1.51,1.51
21094,1.11,Ideal,3,5,61.3,55.0,9261,6.67,1.11,1.11
21095,1.27,Ideal,3,5,59.6,57.0,9262,7.06,1.27,1.27
21096,1.19,Premium,5,5,59.8,58.0,9263,7.01,1.19,1.19
21097,1.5,Premium,3,3,62.6,55.0,9265,7.31,1.5,1.5
21098,1.72,Premium,2,3,62.0,57.0,9266,7.67,1.72,1.72
21099,1.73,Premium,0,3,60.7,58.0,9271,7.78,1.73,1.73
21100,1.29,Ideal,2,5,61.8,56.0,9273,6.97,1.29,1.29
21101,1.0,Premium,6,6,58.3,61.0,9274,6.55,1.0,1.0
21102,1.6,Ideal,2,2,62.1,56.0,9275,7.43,1.6,1.6
21103,1.69,Premium,4,2,62.4,58.0,9275,7.65,1.69,1.69
21104,1.3,Ideal,6,3,62.2,56.0,9275,6.98,1.3,1.3
21105,1.7,Ideal,0,4,62.2,56.0,9276,7.64,1.7,1.7
21106,1.07,Ideal,3,7,62.6,54.0,9276,6.58,1.07,1.07
21107,1.42,Very Good,5,3,61.1,62.0,9278,7.17,1.42,1.42
21108,1.5,Good,1,5,61.2,62.0,9278,7.26,1.5,1.5
21109,1.52,Ideal,1,4,61.3,56.0,9278,7.44,1.52,1.52
21110,1.21,Premium,4,5,60.1,58.0,9279,6.89,1.21,1.21
21111,1.36,Ideal,2,4,59.9,57.0,9279,7.2,1.36,1.36
21112,1.5,Very Good,1,5,60.8,63.0,9281,7.37,1.5,1.5
21113,1.5,Very Good,5,2,60.1,60.0,9281,7.35,1.5,1.5
21114,1.5,Good,5,2,63.3,57.0,9281,7.31,1.5,1.5
21115,1.5,Good,5,2,63.5,59.0,9281,7.25,1.5,1.5
21116,1.04,Ideal,4,6,62.2,56.0,9281,6.53,1.04,1.04
21117,1.09,Ideal,3,7,61.0,54.0,9282,6.63,1.09,1.09
21118,1.25,Ideal,3,4,61.5,58.0,9282,6.88,1.25,1.25
21119,1.5,Very Good,3,2,63.1,57.0,9282,7.29,1.5,1.5
21120,1.25,Premium,3,5,60.7,56.0,9282,7.01,1.25,1.25
21121,1.51,Very Good,1,3,61.6,58.0,9283,7.35,1.51,1.51
21122,1.54,Very Good,0,5,63.5,57.0,9285,7.27,1.54,1.54
21123,1.02,Ideal,3,6,61.8,56.0,9286,6.42,1.02,1.02
21124,1.21,Ideal,3,5,62.0,55.0,9287,6.84,1.21,1.21
21125,1.17,Ideal,3,6,61.2,56.0,9289,6.77,1.17,1.17
21126,1.52,Very Good,1,3,59.9,60.0,9290,7.46,1.52,1.52
21127,1.21,Ideal,2,6,61.1,56.0,9290,6.85,1.21,1.21
21128,1.58,Premium,4,2,62.3,60.0,9290,7.42,1.58,1.58
21129,1.03,Ideal,4,6,62.4,55.6,9290,6.44,1.03,1.03
21130,1.22,Ideal,3,5,62.2,56.0,9292,6.88,1.22,1.22
